Id,Brand,Movement,Case material,Bracelet material,Condition,Scope of delivery,Gender,Price,Availability,Watches Sold by the Seller
3938,Sinn,Automatic,Steel,Steel,Used (Good),"Original box, original papers",Men's watch/Unisex,1275.0,Item is in stock,
3939,Squale,Automatic,Steel,Rubber,New,"Original box, original papers",Men's watch/Unisex,1299.0,Item needs to be procured,1075.0
3940,F.P.Journe,Automatic,Platinum,Crocodile skin,Like new & unworn,"Original box, original papers",Men's watch/Unisex,366448.0,Item needs to be procured,1330.0
3941,Eterna,Automatic,Steel,Steel,New,"Original box, original papers",Men's watch/Unisex,1186.0,Item needs to be procured,313.0
3942,ZRC,Automatic,Steel,Steel,New,"Original box, original papers",Men's watch/Unisex,3243.0,Item is in stock,138.0
3943,Piaget,,,,,"No original box, no original papers",,30889.0,Item is in stock,57.0
3944,Police,Quartz,Steel,Steel,Like new & unworn,"Original box, original papers",Men's watch/Unisex,97.0,Item is in stock,14642.0
3945,Mondaine,Quartz,Steel,Leather,Used (Good),"Original box, no original papers",Men's watch/Unisex,851.0,Item is in stock,70.0
3946,Spinnaker,Automatic,Steel,,New,"Original box, no original papers",Men's watch/Unisex,433.0,Item is in stock,4593.0
3947,Dior,Quartz,Steel,Steel,Used (Very good),"No original box, no original papers",Women's watch,3999.0,Item needs to be procured,522.0
3948,Patek Philippe,Automatic,Platinum,,Used (Very good),"Original box, original papers",Men's watch/Unisex,99900.0,Item is in stock,1391.0
3949,Squale,Automatic,Steel,Rubber,Used (Good),"No original box, no original papers",Men's watch/Unisex,857.0,Item is in stock,
3950,Jaeger-LeCoultre,Automatic,Steel,Steel,Used (Good),"Original box, original papers",Men's watch/Unisex,5700.0,Item is in stock,114.0
3951,Traser,Quartz,Steel,,New,"No original box, no original papers",,541.0,Item needs to be procured,8544.0
3952,Victorinox Swiss Army,Quartz,Steel,Leather,Like new & unworn,"No original box, no original papers",,299.0,Item is in stock,
3953,Dior,Automatic,Ceramic,Ceramic,Like new & unworn,"Original box, no original papers",Women's watch,8040.0,Item is in stock,1369.0
3954,Laco,,Steel,Rubber,Like new & unworn,"Original box, original papers",Men's watch/Unisex,1049.0,Item is in stock,3079.0
3955,Mathey-Tissot,Automatic,,Lizard skin,Like new & unworn,"Original box, no original papers",Men's watch/Unisex,445.0,Item is in stock,
3956,Piaget,,,,,"No original box, no original papers",,17499.0,Item is in stock,57.0
3957,Citizen,Solar,Titanium,Titanium,New,"Original box, original papers",Men's watch/Unisex,1348.0,Item is in stock,393.0
3958,Victorinox Swiss Army,Quartz,Steel,Rubber,Like new & unworn,"Original box, original papers",Men's watch/Unisex,640.0,Item is in stock,14642.0
3959,Armand Nicolet,Automatic,Steel,Rubber,New,"Original box, original papers",Men's watch/Unisex,1474.0,Item is in stock,2439.0
3960,Yema,Automatic,,,Used (Very good),"No original box, no original papers",Men's watch/Unisex,1735.0,Item is in stock,342.0
3961,Michael Kors,Quartz,Steel,Steel,Used (Good),"No original box, no original papers",Men's watch/Unisex,75.0,Item is in stock,1393.0
3962,Eberhard & Co.,Manual winding,Gold/Steel,Leather,Used (Very good),"Original box, no original papers",Men's watch/Unisex,1139.0,Item is in stock,421.0
3963,Shinola,Quartz,,,Used (Very good),"Original box, original papers",Men's watch/Unisex,699.0,Item is in stock,14.0
3964,Lip,Quartz,Steel,Steel,New,"Original box, original papers",Men's watch/Unisex,379.0,Item needs to be procured,3109.0
3965,Formex,Automatic,Steel,Rubber,Used (Very good),"Original box, original papers",Men's watch/Unisex,1400.0,Item is in stock,
3966,Daniel Roth,Manual winding,White gold,Leather,Used (Very good),"No original box, no original papers",Men's watch/Unisex,73303.0,Item is in stock,48.0
3967,Sinn,Manual winding,Red gold,Crocodile skin,,"Original box, original papers",Men's watch/Unisex,9490.0,Item is in stock,433.0
6521,Tissot,,,,New,"No original box, no original papers",,425.0,Item is in stock,733.0
3968,Bremont,Automatic,Bronze,,New,"Original box, original papers",Men's watch/Unisex,4772.0,Item is in stock,1.0
3969,Hamilton,Automatic,Steel,Steel,Used (Very good),"Original box, no original papers",Men's watch/Unisex,520.0,Item is in stock,
3970,Hamilton,Manual winding,Steel,Leather,New,"No original box, no original papers",Men's watch/Unisex,738.0,Item is in stock,0.0
3971,Perseo,Automatic,Steel,Leather,New,"Original box, no original papers",Men's watch/Unisex,878.0,Item is in stock,656.0
3972,Omega,Manual winding,Steel,Steel,Used (Very good),"Original box, original papers",Men's watch/Unisex,16695.0,Item is in stock,135.0
3973,Cartier,Quartz,Steel,Steel,Used (Very good),"Original box, original papers",Women's watch,6400.0,Item is in stock,146.0
3974,Michel Herbelin,Manual winding,Bronze,,Used (Fair),"No original box, no original papers",Women's watch,163.0,Item is in stock,
3975,Meistersinger,Automatic,Steel,Leather,New,"Original box, original papers",Men's watch/Unisex,1188.0,Item needs to be procured,2953.0
3976,Rado,Automatic,Ceramic,Ceramic,Used (Very good),"Original box, original papers",Men's watch/Unisex,2169.0,Item is in stock,139.0
3977,De Grisogono,Automatic,Steel,,Used (Very good),"No original box, no original papers",Men's watch/Unisex,5960.0,Item is in stock,
3978,F.P.Journe,Manual winding,Steel,Steel,Used (Very good),"Original box, original papers",Men's watch/Unisex,,Item is in stock,73.0
3979,Alexander Shorokhoff,Manual winding,Steel,Crocodile skin,New,"Original box, original papers",Men's watch/Unisex,1734.0,Item available on request,566.0
3980,Davosa,,,,New,"Original box, original papers",Men's watch/Unisex,1291.0,Item is in stock,2330.0
3981,Ulysse Nardin,Automatic,Yellow gold,Leather,Used (Very good),"No original box, no original papers",Men's watch/Unisex,7400.0,Item is in stock,75.0
3982,Breguet,Manual winding,Yellow gold,,Used (Very good),"Original box, original papers",Men's watch/Unisex,47000.0,Item is in stock,2039.0
3983,Ingersoll,Automatic,Steel,,Like new & unworn,"Original box, original papers",Men's watch/Unisex,330.0,Item is in stock,14642.0
3984,Rotary,Quartz,Steel,Steel,Like new & unworn,"Original box, original papers",Men's watch/Unisex,270.0,Item is in stock,14642.0
3985,Maserati,Quartz,Steel,Steel,Like new & unworn,"Original box, original papers",Men's watch/Unisex,262.0,Item is in stock,14642.0
3986,Gaga Milano,Manual winding,,Leather,Used (Fair),"Original papers, no original box",Men's watch/Unisex,366.0,Item is in stock,17869.0
3987,Jorg Hysek,Automatic,Steel,Rubber,Used (Very good),"No original box, no original papers",Men's watch/Unisex,7586.0,Item is in stock,8.0
3988,Richard Mille,Automatic,Rose gold,Rubber,Used (Very good),"Original box, original papers",Men's watch/Unisex,124500.0,Item is in stock,31.0
3989,Jean Marcel,Automatic,Steel,Steel,New,"Original box, original papers",Men's watch/Unisex,1491.0,Item needs to be procured,1075.0
3990,Jaquet-Droz,Automatic,Rose gold,,Like new & unworn,"Original box, original papers",Men's watch/Unisex,14250.0,Item needs to be procured,116.0
3991,Bell & Ross,Quartz,Steel,Leather,New,"Original box, original papers",Women's watch,3500.0,Item is in stock,266.0
3992,Paul Picot,Automatic,,,Like new & unworn,"Original box, original papers",Men's watch/Unisex,1063.0,Item is in stock,
3993,Fossil,Automatic,Steel,,Like new & unworn,"Original box, no original papers",Men's watch/Unisex,130.0,Item is in stock,
3994,Tissot,Quartz,Steel,Gold/Steel,Like new & unworn,"Original box, original papers",Men's watch/Unisex,300.0,Item is in stock,1606.0
3995,Doxa,Automatic,Steel,Leather,Used (Very good),"No original box, no original papers",Men's watch/Unisex,24000.0,Item is in stock,5.0
3996,De Grisogono,Automatic,,,Used (Very good),"Original box, original papers",Women's watch,39474.0,Item needs to be procured,777.0
3997,Sea-Gull,Manual winding,Gold/Steel,Leather,New,"Original box, original papers",Men's watch/Unisex,729.0,Item is in stock,2054.0
3998,Girard Perregaux,Automatic,Rose gold,Rose gold,Used (Very good),"Original box, original papers",Men's watch/Unisex,30900.0,Item is in stock,2039.0
3999,Movado,Manual winding,Rose gold,,Used (Very good),"No original box, no original papers",Men's watch/Unisex,1190.0,Item is in stock,1393.0
4000,Dugena,Automatic,,,Like new & unworn,"No original box, no original papers",Men's watch/Unisex,239.0,Item is in stock,
4001,Hublot,Automatic,Titanium,Rubber,New,"Original box, original papers",Men's watch/Unisex,9500.0,Item is in stock,266.0
4002,U-Boat,Quartz,Steel,Rubber,New,"Original box, original papers",Men's watch/Unisex,1074.0,Item is in stock,175.0
4003,Ebel,Quartz,Gold/Steel,Leather,Used (Good),"No original box, no original papers",Men's watch/Unisex,1250.0,Item is in stock,94.0
4004,Dubey & Schaldenbrand,Automatic,,,Used (Very good),"Original box, original papers",Men's watch/Unisex,4395.0,Item is in stock,284.0
4005,Venezianico,Automatic,Steel,Steel,New,"Original box, original papers",Men's watch/Unisex,868.0,Item is in stock,819.0
4006,TAG Heuer,Quartz,Steel,Steel,New,"Original box, original papers",Women's watch,2559.0,Item is in stock,266.0
4007,Bulova,Quartz,Steel,Leather,Used (Very good),"Original box, original papers",Men's watch/Unisex,325.0,Item is in stock,
4008,Waltham,Manual winding,Gold/Steel,Leather,Used (Good),"No original box, no original papers",Men's watch/Unisex,495.0,Item is in stock,1393.0
4009,Favre-Leuba,Automatic,Steel,Rubber,New,"Original box, original papers",Men's watch/Unisex,1600.0,Item available on request,712.0
4010,Locman,Automatic,Titanium,Silicon,New,"Original box, original papers",Men's watch/Unisex,1117.0,Item is in stock,1287.0
4011,H.Moser & Cie.,Manual winding,Steel,Steel,Used (Very good),"Original box, original papers",Men's watch/Unisex,31950.0,Item is in stock,3088.0
4012,Jean Marcel,Quartz,Steel,Steel,New,"Original box, original papers",Men's watch/Unisex,716.0,Item needs to be procured,1075.0
4013,Gérald Genta,Manual winding,Yellow gold,,New,"Original box, original papers",Men's watch/Unisex,27114.0,Item is in stock,38.0
4014,Guess,Quartz,,,Used (Very good),"Original box, no original papers",Men's watch/Unisex,380.0,Item is in stock,
4015,Sea-Gull,Manual winding,Steel,Textile,New,"Original box, original papers",Men's watch/Unisex,363.0,Item is in stock,620.0
4016,Union Glashütte,Automatic,Rose gold,Leather,Like new & unworn,"Original box, no original papers",Men's watch/Unisex,4664.0,Item is in stock,
4017,Eberhard & Co.,Manual winding,Yellow gold,Leather,Used (Good),"No original box, no original papers",Men's watch/Unisex,1497.0,Item is in stock,270.0
4018,Van Cleef & Arpels,Quartz,White gold,White gold,Used (Very good),"Original box, no original papers",Women's watch,14661.0,Item needs to be procured,350.0
4019,Lorus,Quartz,Steel,Steel,Like new & unworn,"Original box, original papers",Women's watch,97.0,Item is in stock,14642.0
4020,Baume & Mercier,Quartz,Gold/Steel,Gold/Steel,Used (Very good),"No original box, no original papers",Women's watch,2250.0,Item is in stock,41.0
4021,Sector,Quartz,Steel,Gold/Steel,Like new & unworn,"Original box, original papers",Men's watch/Unisex,541.0,Item is in stock,
4022,Laco,Automatic,Steel,Leather,Like new & unworn,"Original box, original papers",Men's watch/Unisex,1300.0,Item is in stock,250.0
4023,Ulysse Nardin,Automatic,Steel,Rubber,Used (Very good),"Original box, original papers",Men's watch/Unisex,3650.0,Item is in stock,1.0
4024,Louis Erard,Automatic,Steel,Leather,Used (Very good),"Original box, original papers",Men's watch/Unisex,9950.0,Item is in stock,3088.0
4025,Longines,Automatic,Steel,Steel,Like new & unworn,"Original box, original papers",Men's watch/Unisex,1995.0,Item is in stock,2264.0
4026,Gevril,Automatic,Steel,Steel,Like new & unworn,"Original box, original papers",Men's watch/Unisex,916.0,Item is in stock,
4027,Garmin,,Titanium,Calf skin,New,"Original box, original papers",Men's watch/Unisex,2077.0,Item is in stock,14948.0
